"subj","item","trial","F","P","Q","lQ","lT","rt","speed"
"S55","SPACE",436,"HF","unr","clr","deg","NW",537,1.86219739292365
"S55","FIGHT",437,"HF","rel","deg","clr","WD",489,2.044989775051125
"S55","LIQUID",438,"HF","rel","deg","deg","WD",562,1.7793594306049823
"S55","JAIL",441,"LF","rel","deg","deg","NW",488,2.0491803278688523
"S55","GIRL",445,"HF","rel","clr","clr","NW",470,2.127659574468085
"S55","FRUIT",446,"LF","rel","clr","clr","WD",490,2.0408163265306123
"S55","CRASH",447,"LF","unr","deg","clr","WD",482,2.074688796680498
"S55","GIVE",450,"HF","rel","clr","clr","NW",485,2.0618556701030926
"S55","STRONG",452,"HF","unr","clr","deg","NW",820,1.2195121951219512
"S55","HURT",453,"LF","unr","clr","clr","WD",475,2.1052631578947367
"S55","SEAT",454,"HF","unr","clr","clr","WD",465,2.150537634408602
"S55","MATH",457,"LF","unr","deg","clr","NW",546,1.8315018315018314
"S55","KING",460,"LF","rel","clr","deg","NW",446,2.242152466367713
"S55","HOSTAGE",461,"LF","rel","clr","clr","WD",475,2.1052631578947367
"S55","WHEN",464,"HF","unr","deg","clr","NW",527,1.8975332068311195
"S55","POLE",465,"LF","rel","clr","deg","WD",877,1.1402508551881414
"S55","NUMBER",467,"HF","unr","clr","deg","NW",430,2.3255813953488373
"S55","SLIMY",469,"LF","rel","deg","deg","NW",603,1.658374792703151
"S55","GOAL",470,"LF","rel","deg","deg","WD",554,1.8050541516245486
"S55","LOUD",471,"LF","rel","deg","deg","WD",525,1.9047619047619047
"S55","WORD",473,"HF","unr","deg","clr","NW",514,1.9455252918287937
"S55","COST",476,"HF","rel","deg","deg","NW",492,2.032520325203252
"S55","LIKE",477,"HF","rel","deg","deg","WD",483,2.070393374741201
"S55","BIRD",478,"LF","unr","clr","deg","WD",489,2.044989775051125
"S55","FORGIVE",479,"LF","rel","deg","clr","WD",498,2.0080321285140563
"S56","VISION",3,"HF","rel","clr","deg","NW",666,1.5015015015015014
"S56","RIDE",5,"HF","unr","clr","deg","NW",595,1.680672268907563
"S56","JOKE",6,"LF","rel","deg","clr","WD",610,1.639344262295082
"S56","GARBAGE",8,"LF","unr","clr","deg","NW",550,1.8181818181818181
"S56","YEAR",10,"HF","unr","deg","clr","NW",540,1.8518518518518519
"S56","CARDS",11,"LF","rel","deg","deg","WD",508,1.968503937007874
"S56","READ",13,"HF","unr","deg","clr","NW",501,1.996007984031936
"S56","SHOW",14,"HF","unr","deg","deg","WD",561,1.7825311942959001
"S56","SODA",18,"LF","unr","clr","deg","NW",684,1.4619883040935673
"S56","HOSTAGE",20,"LF","unr","deg","clr","NW",618,1.6181229773462784
"S56","STRONG",22,"HF","rel","clr","deg","NW",632,1.5822784810126582
"S56","STAMP",23,"LF","unr","deg","clr","WD",619,1.615508885298869
"S56","CHANGE",24,"HF","rel","deg","deg","WD",523,1.9120458891013383
"S56","FIGHT",31,"HF","unr","clr","clr","NW",507,1.9723865877712032
"S56","SHORT",32,"HF","unr","deg","clr","WD",550,1.8181818181818181
"S56","HOME",33,"HF","rel","clr","deg","WD",571,1.7513134851138354
"S56","GOAL",34,"LF","unr","clr","clr","WD",485,2.0618556701030926
"S56","LOCK",35,"LF","unr","deg","clr","WD",570,1.7543859649122806
"S56","UNCLE",38,"HF","unr","clr","clr","NW",768,1.3020833333333333
"S56","PINT",39,"LF","rel","deg","clr","WD",1166,0.8576329331046312
"S56","JUICE",40,"LF","rel","deg","deg","WD",603,1.658374792703151
"S56","CARE",43,"HF","unr","clr","clr","NW",632,1.5822784810126582
"S56","FORGIVE",45,"LF","unr","clr","clr","NW",618,1.6181229773462784
"S56","PLANT",47,"HF","rel","clr","deg","NW",1109,0.9017132551848512
"S56","WHITE",51,"HF","rel","clr","clr","NW",490,2.0408163265306123
"S56","DUCK",52,"LF","unr","clr","clr","WD",500,2.0
"S56","SCARE",53,"LF","unr","deg","clr","WD",511,1.9569471624266144
"S56","EARTH",55,"HF","unr","deg","clr","NW",484,2.0661157024793386
"S56","RUBBER",56,"LF","rel","deg","deg","WD",553,1.8083182640144666
"S56","NICE",57,"LF","unr","clr","deg","WD",573,1.7452006980802792
"S56","HELP",59,"HF","unr","deg","deg","NW",628,1.5923566878980893
"S56","STORM",60,"LF","rel","clr","deg","WD",587,1.7035775127768313
"S56","TEAR",62,"LF","unr","clr","deg","NW",617,1.6207455429497568
"S56","TAKE",63,"HF","rel","deg","clr","WD",585,1.7094017094017093
"S56","SKIN",64,"LF","unr","deg","deg","WD",565,1.7699115044247788
"S56","LIGHT",65,"HF","unr","clr","deg","WD",681,1.4684287812041117
"S56","WALK",66,"HF","unr","deg","clr","WD",583,1.7152658662092624
"S56","OCEAN",70,"LF","unr","deg","deg","NW",571,1.7513134851138354
"S56","BELL",71,"LF","rel","deg","deg","WD",611,1.6366612111292962
"S56","SOUR",73,"LF","unr","clr","clr","NW",753,1.3280212483399734
"S56","GUILTY",74,"LF","unr","clr","clr","WD",607,1.6474464579901154
"S56","HINT",80,"LF","unr","clr","deg","NW",537,1.86219739292365
"S56","HABIT",82,"LF","rel","deg","deg","NW",840,1.1904761904761905
"S56","PICK",84,"HF","unr","clr","deg","NW",643,1.5552099533437014
"S56","DARK",86,"HF","unr","deg","clr","NW",561,1.7825311942959001
"S56","HEAT",87,"LF","rel","deg","deg","WD",597,1.6750418760469012
"S56","THREAD",90,"LF","unr","deg","deg","NW",548,1.8248175182481752
"S56","MONKEY",91,"LF","unr","clr","deg","WD",456,2.192982456140351
"S56","ROUND",92,"LF","rel","clr","clr","WD",504,1.9841269841269842
"S56","COAT",93,"LF","rel","clr","clr","WD",450,2.2222222222222223
"S56","HIDE",94,"LF","rel","deg","clr","WD",580,1.7241379310344827
"S56","BOAT",95,"HF","unr","deg","deg","WD",523,1.9120458891013383
"S56","MAIL",96,"LF","rel","clr","deg","WD",568,1.7605633802816902
"S56","GRASS",98,"HF","unr","clr","clr","WD",472,2.1186440677966103
"S56","THIEF",99,"LF","unr","deg","clr","WD",618,1.6181229773462784
"S56","CORN",106,"LF","rel","clr","deg","NW",572,1.7482517482517483
"S56","BREAD",108,"LF","unr","deg","deg","NW",637,1.5698587127158556
"S56","NUMBER",110,"HF","rel","clr","deg","NW",856,1.1682242990654206
"S56","SCHOOL",112,"HF","rel","deg","clr","NW",618,1.6181229773462784
"S56","COLD",113,"HF","unr","deg","deg","WD",554,1.8050541516245486
"S56","FRUIT",117,"LF","unr","deg","clr","NW",552,1.8115942028985508
"S56","CANDY",121,"LF","unr","clr","clr","NW",532,1.8796992481203008
"S56","LEAD",122,"HF","rel","deg","clr","WD",532,1.8796992481203008
"S56","PURPLE",123,"LF","rel","deg","deg","WD",436,2.293577981651376
"S56","SPACE",126,"HF","rel","clr","clr","NW",506,1.976284584980237
"S56","BREATH",128,"HF","rel","deg","deg","NW",518,1.9305019305019304
"S56","SAME",129,"HF","rel","deg","deg","WD",452,2.2123893805309733
"S56","LIKE",135,"HF","unr","clr","deg","NW",517,1.9342359767891684
"S56","REASON",137,"HF","rel","deg","deg","NW",667,1.4992503748125936
"S56","MORE",142,"HF","unr","clr","deg","NW",618,1.6181229773462784
"S56","BLADE",144,"LF","unr","deg","deg","NW",870,1.1494252873563218
"S56","ANGER",147,"LF","rel","clr","deg","NW",474,2.109704641350211
"S56","SOUND",148,"HF","rel","clr","clr","WD",493,2.028397565922921
"S56","GAMBLE",149,"HF","rel","deg","clr","WD",692,1.4450867052023122
"S56","HORSE",156,"HF","rel","deg","deg","NW",515,1.941747572815534
"S56","FLOOR",159,"HF","unr","clr","deg","NW",741,1.349527665317139
"S56","COST",164,"HF","unr","clr","deg","NW",602,1.6611295681063123
"S56","PRIEST",166,"LF","rel","clr","clr","NW",552,1.8115942028985508
"S56","DESTROY",170,"HF","rel","deg","deg","NW",602,1.6611295681063123
"S56","MOUSE",172,"LF","unr","clr","clr","NW",685,1.4598540145985401
"S56","NIGHT",174,"HF","unr","deg","clr","NW",647,1.545595054095827
"S56","DONE",177,"HF","unr","clr","deg","NW",602,1.6611295681063123
"S56","MORNING",178,"HF","unr","deg","clr","WD",728,1.3736263736263736
"S56","CHEAT",183,"LF","rel","deg","clr","NW",683,1.4641288433382138
"S56","MEAN",184,"HF","rel","clr","deg","WD",616,1.6233766233766234
"S56","FRIGHT",185,"LF","rel","clr","clr","WD",616,1.6233766233766234
"S56","INSECT",186,"LF","rel","deg","clr","WD",616,1.6233766233766234
"S56","BATH",197,"LF","rel","clr","deg","NW",659,1.5174506828528074
"S56","WINE",198,"HF","rel","clr","clr","WD",491,2.0366598778004072
"S56","BRAVE",202,"LF","unr","clr","deg","NW",629,1.589825119236884
"S56","TUNE",203,"LF","rel","deg","clr","WD",569,1.757469244288225
"S56","PUSH",204,"LF","rel","deg","deg","WD",480,2.0833333333333335
"S56","MELT",206,"LF","rel","deg","clr","WD",797,1.2547051442910917
"S56","WHEN",208,"HF","rel","deg","clr","NW",602,1.6611295681063123
"S56","BIRD",210,"LF","rel","clr","clr","NW",466,2.1459227467811157
"S56","WEIGHT",211,"LF","unr","deg","clr","WD",598,1.6722408026755853
"S56","HARD",214,"HF","rel","clr","clr","NW",579,1.7271157167530224
"S56","NERVOUS",216,"LF","rel","deg","clr","NW",524,1.9083969465648856
"S56","HAVE",219,"HF","rel","clr","clr","NW",688,1.4534883720930232
"S56","BOARD",222,"HF","unr","deg","clr","NW",561,1.7825311942959001
"S56","SOCCER",223,"LF","unr","deg","deg","WD",535,1.8691588785046729
"S56","TIGER",224,"LF","unr","deg","deg","WD",583,1.7152658662092624
"S56","WOOL",225,"LF","rel","clr","deg","WD",657,1.5220700152207
"S56","DONKEY",227,"LF","rel","clr","clr","NW",563,1.7761989342806395
"S56","FRONT",228,"HF","unr","clr","clr","WD",552,1.8115942028985508
"S56","SEAFOOD",230,"LF","unr","deg","deg","NW",647,1.545595054095827
"S56","STONE",235,"HF","unr","clr","clr","NW",1164,0.8591065292096219
"S56","PUPPY",236,"LF","rel","deg","clr","WD",584,1.7123287671232876
"S56","CENTER",238,"HF","rel","deg","deg","NW",652,1.5337423312883436
"S56","BACK",242,"HF","rel","deg","deg","WD",499,2.004008016032064
"S56","FEMALE",244,"HF","rel","clr","clr","NW",574,1.7421602787456445
"S56","POLICE",247,"HF","rel","clr","clr","WD",932,1.0729613733905579
"S56","BLACK",248,"HF","rel","clr","clr","WD",677,1.4771048744460857
"S56","GONE",250,"HF","rel","deg","deg","NW",681,1.4684287812041117
"S56","CHEAP",251,"LF","rel","clr","deg","WD",614,1.6286644951140066
"S56","CASE",252,"HF","rel","deg","clr","WD",598,1.6722408026755853
"S56","CIRCLE",254,"HF","rel","deg","deg","NW",642,1.557632398753894
"S56","UGLY",255,"LF","unr","deg","deg","WD",647,1.545595054095827
"S56","BEST",256,"HF","unr","clr","deg","WD",622,1.607717041800643
"S56","MOUTH",258,"HF","unr","deg","clr","NW",561,1.7825311942959001
"S56","SILVER",259,"LF","rel","clr","deg","WD",582,1.7182130584192439
"S56","FIRE",260,"HF","rel","clr","clr","WD",529,1.890359168241966
"S56","BREAK",261,"LF","rel","deg","clr","WD",513,1.949317738791423
"S56","POINT",266,"HF","rel","deg","clr","NW",616,1.6233766233766234
"S56","NAVY",270,"LF","unr","deg","clr","NW",634,1.5772870662460567
"S56","PLANE",271,"HF","unr","deg","deg","WD",526,1.9011406844106464
"S56","OYSTER",273,"LF","rel","deg","deg","NW",587,1.7035775127768313
"S56","SNAKE",275,"LF","unr","deg","deg","NW",683,1.4641288433382138
"S56","FATHER",277,"HF","unr","clr","deg","WD",677,1.4771048744460857
"S56","GLORY",281,"LF","unr","clr","deg","NW",503,1.9880715705765408
"S56","COWBOY",283,"LF","unr","deg","clr","NW",635,1.5748031496062993
"S56","OPEN",284,"HF","unr","clr","deg","WD",562,1.7793594306049823
"S56","BANANA",290,"LF","rel","clr","clr","NW",556,1.7985611510791366
"S56","WRITE",291,"HF","unr","clr","clr","WD",578,1.7301038062283738
"S56","LONG",292,"HF","rel","clr","clr","WD",632,1.5822784810126582
"S56","JUMP",294,"LF","unr","clr","deg","NW",828,1.2077294685990339
"S56","LIFE",295,"HF","rel","deg","clr","WD",586,1.7064846416382253
"S56","SHIRT",296,"LF","rel","deg","deg","WD",500,2.0
"S56","ORANGE",299,"LF","rel","deg","deg","NW",563,1.7761989342806395
"S56","STOP",300,"HF","rel","clr","deg","WD",489,2.044989775051125
"S56","WORD",301,"HF","rel","deg","clr","WD",482,2.074688796680498
"S56","TIRED",302,"HF","unr","deg","deg","WD",440,2.272727272727273
"S56","WEIRD",303,"LF","unr","clr","deg","WD",484,2.0661157024793386
"S56","POLE",304,"LF","unr","deg","clr","WD",586,1.7064846416382253
"S56","BLUE",310,"HF","rel","deg","deg","NW",746,1.3404825737265416
"S56","ENGINE",311,"HF","rel","deg","deg","WD",564,1.7730496453900708
"S56","STICKY",316,"LF","rel","clr","deg","NW",646,1.5479876160990713
"S56","VEIN",318,"LF","unr","clr","clr","NW",713,1.402524544179523
"S56","KING",319,"LF","unr","deg","clr","WD",669,1.4947683109118086
"S56","FACE",321,"HF","rel","clr","deg","NW",630,1.5873015873015872
"S56","BALLOON",322,"LF","rel","deg","clr","WD",520,1.9230769230769231
"S56","TELL",323,"HF","unr","clr","deg","WD",567,1.763668430335097
"S56","SEAT",324,"HF","rel","clr","clr","WD",540,1.8518518518518519
"S56","HUNGER",325,"LF","unr","clr","clr","WD",572,1.7482517482517483
"S56","SHOWER",326,"LF","rel","clr","clr","WD",469,2.1321961620469083
"S56","IDEA",329,"HF","rel","clr","deg","NW",590,1.694915254237288
"S56","BEAR",333,"HF","unr","deg","clr","NW",647,1.545595054095827
"S56","HAND",334,"HF","rel","deg","deg","WD",715,1.3986013986013985
"S56","SIGN",335,"LF","unr","clr","deg","WD",577,1.733102253032929
"S56","HEART",336,"HF","unr","deg","clr","WD",588,1.7006802721088434
"S56","THINK",338,"HF","rel","clr","deg","NW",563,1.7761989342806395
"S56","EAGLE",340,"LF","rel","clr","clr","NW",594,1.6835016835016836
"S56","KNOW",342,"HF","rel","deg","deg","NW",534,1.8726591760299625
"S56","SMOKE",344,"HF","rel","deg","clr","NW",697,1.4347202295552368
"S56","CRASH",346,"LF","rel","deg","deg","WD",675,1.4814814814814814
"S56","STREET",349,"HF","unr","deg","clr","NW",580,1.7241379310344827
"S56","SWIM",350,"LF","rel","clr","deg","WD",589,1.697792869269949
"S56","WASH",352,"LF","unr","clr","deg","NW",692,1.4450867052023122
"S56","JAIL",354,"LF","unr","clr","deg","NW",599,1.669449081803005
"S56","SCENT",356,"LF","rel","deg","clr","NW",567,1.763668430335097
"S56","BUNNY",361,"LF","rel","clr","clr","NW",544,1.838235294117647
"S56","GUILT",362,"LF","unr","clr","clr","WD",659,1.5174506828528074
"S56","EGGS",363,"LF","rel","clr","clr","WD",684,1.4619883040935673
"S56","LIQUID",365,"HF","unr","clr","deg","NW",572,1.7482517482517483
"S56","SMART",366,"LF","rel","clr","clr","WD",517,1.9342359767891684
"S56","DEFEND",378,"LF","unr","deg","clr","NW",835,1.1976047904191616
"S56","CAKE",381,"LF","unr","deg","clr","NW",599,1.669449081803005
"S56","PEOPLE",384,"HF","rel","clr","clr","NW",676,1.4792899408284024
"S56","FROG",386,"LF","rel","clr","clr","WD",2227,0.449034575662326
"S56","RULER",388,"LF","rel","deg","deg","NW",613,1.6313213703099512
"S56","LOUD",389,"LF","unr","clr","deg","WD",517,1.9342359767891684
"S56","HANDS",393,"HF","unr","deg","clr","NW",561,1.7825311942959001
"S56","MAKE",394,"HF","unr","deg","deg","WD",679,1.4727540500736378
"S56","PRESENT",398,"HF","rel","deg","deg","NW",747,1.3386880856760375
"S56","JACKET",399,"LF","unr","clr","deg","WD",533,1.876172607879925
"S56","ARMY",401,"HF","unr","deg","clr","NW",572,1.7482517482517483
"S56","ALONE",404,"HF","unr","deg","clr","NW",581,1.721170395869191
"S56","WITCH",407,"LF","rel","deg","deg","WD",797,1.2547051442910917
"S56","TRAIN",408,"LF","rel","clr","deg","WD",515,1.941747572815534
"S56","GLUE",410,"LF","unr","clr","deg","NW",556,1.7985611510791366
"S56","RIGHT",411,"HF","rel","deg","clr","WD",705,1.4184397163120568
"S56","SAND",412,"LF","unr","clr","deg","WD",581,1.721170395869191
"S56","STUDY",413,"HF","unr","clr","clr","WD",494,2.0242914979757085
"S56","MIND",415,"HF","unr","deg","clr","NW",649,1.5408320493066257
"S56","MANY",418,"HF","rel","clr","deg","NW",757,1.321003963011889
"S56","HOTEL",419,"HF","rel","clr","clr","WD",500,2.0
"S56","SPOT",420,"HF","unr","clr","clr","WD",1148,0.8710801393728222
"S56","PULL",423,"HF","rel","deg","clr","NW",552,1.8115942028985508
"S56","COUNTRY",424,"HF","unr","clr","deg","WD",556,1.7985611510791366
"S56","HANGER",434,"LF","unr","deg","clr","NW",591,1.6920473773265652
"S56","REEF",435,"LF","rel","clr","deg","WD",874,1.1441647597254005
"S56","SHINE",436,"LF","rel","deg","clr","WD",574,1.7421602787456445
"S56","GARDEN",437,"HF","rel","clr","deg","WD",502,1.9920318725099602
"S56","HEAD",438,"HF","rel","deg","clr","WD",513,1.949317738791423
"S56","CITY",440,"HF","unr","clr","clr","NW",588,1.7006802721088434
"S56","ROCKET",441,"LF","rel","deg","clr","WD",535,1.8691588785046729
"S56","ANSWER",443,"HF","unr","deg","deg","NW",778,1.2853470437017995
"S56","MATH",444,"LF","rel","deg","deg","WD",588,1.7006802721088434
"S56","HOLD",445,"HF","rel","clr","deg","WD",551,1.8148820326678765
"S56","OVEN",449,"LF","rel","clr","deg","NW",565,1.7699115044247788
"S56","FISH",451,"LF","unr","deg","clr","NW",564,1.7730496453900708
"S56","VAMPIRE",454,"LF","unr","deg","clr","NW",675,1.4814814814814814
"S56","NURSE",455,"LF","rel","clr","deg","WD",608,1.644736842105263
"S56","FRIEND",457,"HF","unr","deg","clr","NW",776,1.288659793814433
"S56","SLIMY",460,"LF","unr","clr","deg","NW",561,1.7825311942959001
"S56","STICK",462,"LF","rel","clr","clr","NW",625,1.6
"S56","PLAY",463,"HF","rel","deg","clr","WD",644,1.5527950310559007
"S56","GIRL",466,"HF","unr","deg","deg","NW",557,1.7953321364452424
"S56","WATER",467,"HF","unr","clr","deg","WD",659,1.5174506828528074
"S56","FINGER",468,"HF","unr","deg","clr","WD",538,1.858736059479554
"S56","GIVE",469,"HF","unr","deg","deg","WD",587,1.7035775127768313
"S56","SORRY",473,"HF","rel","clr","clr","NW",570,1.7543859649122806
"S56","PEACE",475,"HF","unr","clr","deg","NW",551,1.8148820326678765
"S56","FINAL",476,"HF","unr","clr","clr","WD",667,1.4992503748125936
"S56","SECOND",477,"HF","unr","clr","clr","WD",949,1.053740779768177
"S56","SHOE",478,"LF","unr","clr","clr","WD",569,1.757469244288225
"S57","WASH",4,"LF","rel","clr","clr","NW",548,1.8248175182481752
"S57","TIRED",5,"HF","unr","deg","clr","WD",648,1.5432098765432098
"S57","SEAFOOD",6,"LF","unr","deg","deg","WD",590,1.694915254237288
"S57","COST",8,"HF","rel","clr","deg","NW",518,1.9305019305019304
"S57","DONE",10,"HF","rel","clr","deg","NW",602,1.6611295681063123
"S57","BREATH",12,"HF","unr","clr","clr","NW",533,1.876172607879925
"S57","BUNNY",14,"LF","rel","deg","deg","NW",573,1.7452006980802792
"S57","PARTY",15,"HF","unr","clr","deg","WD",534,1.8726591760299625
"S57","RULER",16,"LF","unr","clr","clr","WD",470,2.127659574468085
"S57","THINK",20,"HF","rel","deg","deg","NW",596,1.6778523489932886
"S57","SPOT",22,"HF","rel","clr","deg","NW",507,1.9723865877712032
"S57","LEAD",24,"HF","unr","clr","clr","NW",565,1.7699115044247788
"S57","REASON",26,"HF","unr","clr","clr","WD",702,1.4245014245014245
"S57","HUNGER",29,"LF","rel","clr","clr","NW",504,1.9841269841269842
"S57","WOOL",32,"LF","rel","deg","clr","NW",514,1.9455252918287937
"S57","PULL",33,"HF","unr","clr","deg","WD",623,1.6051364365971108
"S57","NAVY",34,"LF","unr","deg","clr","WD",529,1.890359168241966
"S57","PLANT",35,"HF","rel","deg","deg","WD",481,2.079002079002079
"S57","FATHER",38,"HF","rel","clr","deg","NW",477,2.0964360587002098
"S57","CARE",40,"HF","rel","clr","deg","NW",692,1.4450867052023122
"S57","VAMPIRE",41,"LF","unr","deg","clr","WD",612,1.6339869281045751
"S57","TUSK",44,"LF","unr","deg","clr","NW",697,1.4347202295552368
"S57","SPORT",45,"LF","rel","clr","deg","WD",442,2.262443438914027
"S57","FINGER",47,"HF","unr","deg","clr","NW",520,1.9230769230769231
"S57","COWBOY",48,"LF","unr","deg","deg","WD",518,1.9305019305019304
"S57","LIQUID",51,"HF","rel","clr","clr","NW",479,2.0876826722338206
"S57","FIGHT",54,"HF","rel","clr","clr","NW",544,1.838235294117647
"S57","SCHOOL",56,"HF","unr","clr","deg","NW",541,1.8484288354898337
"S57","FEMALE",58,"HF","rel","deg","clr","NW",505,1.9801980198019802
"S57","LOUD",59,"LF","rel","clr","deg","WD",484,2.0661157024793386
"S57","OPEN",60,"HF","rel","clr","clr","WD",506,1.976284584980237
"S57","TRAIN",67,"LF","rel","deg","deg","NW",515,1.941747572815534
"S57","HURT",68,"LF","rel","deg","deg","WD",546,1.8315018315018314
"S57","HEAD",71,"HF","unr","clr","clr","NW",509,1.9646365422396856
"S57","STREET",72,"HF","unr","deg","clr","WD",584,1.7123287671232876
"S57","DESTROY",74,"HF","unr","clr","clr","NW",634,1.5772870662460567
"S57","GUILT",75,"LF","rel","clr","clr","WD",475,2.1052631578947367
"S57","GLUE",76,"LF","rel","clr","clr","WD",529,1.890359168241966
"S57","HANGER",78,"LF","unr","deg","deg","NW",490,2.0408163265306123
"S57","WINE",82,"HF","rel","deg","deg","NW",612,1.6339869281045751
